Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PR,1998,1000000,201707,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SC,2015,2320000,201710,,,,
"500,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TO,1998,1000000,201802,,,,
0,G4,ELETRICIDADE E GÁS,ES,1998,2320000,201708,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,MS,2010,1000000,201708,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AC,2016,2320000,201801,,,,
0,G1,ELETRICIDADE E GÁS,PR,1998,1000000,201707,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",GO,1998,5320000,201709,,,,
"500,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SC,1998,1500000,201712,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,RJ,1987,500000,201707,,,,
0,G5,CONSTRUÇÃO,AL,1998,2320000,201706,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PI,1992,15320000,201712,,,,
"20,000,00",G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,1990,5320000,201709,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,RR,1998,2320000,201806,,,,
"20,000,00",G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RO,1998,500000,201802,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RJ,2015,7320000,201708,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MT,1996,500000,201802,,,,
0,G3,SERVIÇOS DOMÉSTICOS,SP,2015,5320000,201804,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,AL,2001,5320000,201805,,,,
"1,000,00",G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AC,1998,15320000,201709,,,,
"2,000,00",G4,EDUCAÇÃO,RO,1998,2320000,201709,,,,
0,G2,SERVIÇOS DOMÉSTICOS,MS,1992,1500000,201806,,,,
0,G2,CONSTRUÇÃO,CE,1996,1000000,201708,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ES,1993,2320000,201803,,,,
"1,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,CE,1997,1000000,201803,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SC,1991,2320000,201712,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",AL,2015,5320000,201803,,,,
"10,000,00",G4,INFORMAÇÃO E COMUNICAÇÃO,DF,1991,5320000,201709,,,,
"1,000,00",G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AM,1998,2320000,201803,,,,
"20,000,00",G4,ALOJAMENTO E ALIMENTAÇÃO,SP,2010,7320000,201801,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,AL,2001,2320000,201708,,,,
"500,00",G5,ATIVIDADES IMOBILIÁRIAS,RN,1997,15320000,201711,,,,
"1,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MA,2001,7320000,201802,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,2001,1000000,201712,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,PA,1998,7320000,201710,,,,
0,G1,CONSTRUÇÃO,MS,1998,2320000,201805,,,,
"2,000,00",G4,ALOJAMENTO E ALIMENTAÇÃO,RR,1998,5320000,201805,,,,
"2,000,00",G4,ATIVIDADES IMOBILIÁRIAS,MS,2015,500000,201802,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PB,1987,2320000,201706,,,,
"500,00",G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SC,1998,1000000,201805,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",ES,1990,1500000,201804,,,,
0,G2,ELETRICIDADE E GÁS,DF,1997,15320000,201802,,,,
0,G4,CONSTRUÇÃO,SP,1992,1000000,201805,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,MA,2016,2320000,201802,,,,
0,G4,EDUCAÇÃO,AP,2015,7320000,201712,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SP,1990,500000,201708,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,MS,1992,2320000,201710,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PA,1996,2320000,201707,,,,
"1,000,00",G4,SERVIÇOS DOMÉSTICOS,MA,1998,2320000,201709,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RR,1992,1500000,201806,,,,
0,G3,EDUCAÇÃO,BA,2015,1500000,201710,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",ES,1998,5320000,201801,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1996,2320000,201707,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,SC,1996,1000000,201709,,,,
"20,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AL,1987,2320000,201711,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,ES,1993,2320000,201710,,,,
"1,000,00",G1,ALOJAMENTO E ALIMENTAÇÃO,MT,2001,15320000,201804,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,AC,1998,500000,201801,,,,
"2,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AP,1997,1500000,201709,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,ES,1997,5320000,201711,,,,
0,G1,EDUCAÇÃO,RR,2015,1500000,201706,,,,
0,G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",GO,1996,2320000,201710,,,,
0,G4,EDUCAÇÃO,RR,1998,2320000,201806,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1998,1000000,201805,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RN,1991,5320000,201803,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MS,2016,2320000,201707,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,MS,1996,5320000,201709,,,,
"1,000,00",G4,INDÚSTRIAS EXTRATIVAS,RN,1998,15320000,201711,,,,
"20,000,00",G4,ATIVIDADES IMOBILIÁRIAS,GO,1998,2320000,201707,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MA,1992,500000,201706,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AM,1997,5320000,201805,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,2016,5320000,201802,,,,
"500,00",G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,BA,1997,500000,201709,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,ES,1997,2320000,201804,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RN,2015,500000,201806,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",CE,1997,2320000,201805,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RN,1998,15320000,201801,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,SE,1998,1500000,201711,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PR,1998,5320000,201708,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PI,1998,5320000,201804,,,,
"10,000,00",G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PE,1987,1000000,201712,,,,
0,G4,EDUCAÇÃO,SP,1998,1000000,201708,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,1992,15320000,201804,,,,
"20,000,00",G5,ELETRICIDADE E GÁS,AM,2016,2320000,201709,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,MA,1998,15320000,201712,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",DF,2016,500000,201805,,,,
"500,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,PE,2015,500000,201803,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,PA,1998,1000000,201707,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,CE,1996,2320000,201706,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,PR,1998,7320000,201711,,,,
"1,000,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,TO,1990,2320000,201710,,,,
"1,000,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,DF,1993,500000,201801,,,,
0,G3,INFORMAÇÃO E COMUNICAÇÃO,RR,1998,7320000,201804,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RN,2015,5320000,201712,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SP,1998,2320000,201712,,,,
0,G1,ELETRICIDADE E GÁS,MT,2016,1000000,201710,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AP,1990,15320000,201709,,,,
"500,00",G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MS,2001,500000,201804,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,BA,1996,1000000,201801,,,,
"20,000,00",G1,ELETRICIDADE E GÁS,RN,1996,1000000,201712,,,,
"2,000,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,GO,1997,2320000,201806,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,2015,2320000,201709,,,,
"2,000,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,GO,1993,7320000,201707,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RJ,2001,1000000,201712,,,,
"1,000,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,2010,5320000,201806,,,,
"10,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1998,5320000,201802,,,,
"1,000,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,GO,2016,7320000,201709,,,,
0,G5,CONSTRUÇÃO,MT,1998,1000000,201801,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,RO,1993,7320000,201803,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,MT,2010,2320000,201805,,,,
"20,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MS,1998,2320000,201710,,,,
0,G3,EDUCAÇÃO,PA,2016,5320000,201708,,,,
"10,000,00",G2,EDUCAÇÃO,PA,2015,500000,201711,,,,
"500,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,DF,1998,5320000,201805,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,PA,1998,2320000,201801,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,PA,1998,15320000,201708,,,,
"500,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SC,1997,500000,201802,,,,
"500,00",G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",ES,1997,7320000,201805,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1997,2320000,201707,,,,
0,G2,CONSTRUÇÃO,DF,2015,500000,201804,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SP,1998,5320000,201801,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,AP,1996,1000000,201707,,,,
"2,000,00",G3,INDÚSTRIAS EXTRATIVAS,AM,1996,1500000,201710,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AM,2001,5320000,201706,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",GO,1998,5320000,201710,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,1998,2320000,201804,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SE,1996,1000000,201709,,,,
"20,000,00",G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,ES,1998,2320000,201804,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",GO,1998,5320000,201706,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PR,2015,15320000,201711,,,,
"10,000,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RJ,2010,5320000,201802,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,TO,1998,1000000,201711,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TO,1996,5320000,201804,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,AM,1998,2320000,201803,,,,
0,G2,ELETRICIDADE E GÁS,AC,1997,5320000,201707,,,,
"500,00",G2,INDÚSTRIAS EXTRATIVAS,MT,2015,2320000,201803,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RO,1998,5320000,201707,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,RR,1998,2320000,201803,,,,
"500,00",G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MS,2010,5320000,201804,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,CE,1990,15320000,201802,,,,
"1,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SC,1997,1000000,201708,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RJ,1993,5320000,201806,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,MT,1998,1000000,201801,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SE,1987,500000,201710,,,,
"1,000,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MG,1998,7320000,201712,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AP,1998,1500000,201709,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,PE,1996,500000,201804,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RO,1998,1500000,201806,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,BA,1997,5320000,201806,,,,
"500,00",G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,GO,1990,1500000,201709,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SP,1992,5320000,201801,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SC,1996,7320000,201806,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,MT,1992,1000000,201804,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,CE,2010,1000000,201707,,,,
0,G2,ELETRICIDADE E GÁS,ES,1998,1000000,201707,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,CE,1987,2320000,201707,,,,
"1,000,00",G5,SERVIÇOS DOMÉSTICOS,MS,2016,7320000,201710,,,,
"2,000,00",G5,INFORMAÇÃO E COMUNICAÇÃO,SC,2001,15320000,201707,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",ES,1998,7320000,201711,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PA,1990,15320000,201805,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,BA,1996,500000,201708,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,GO,2015,15320000,201712,,,,
"10,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",MA,1990,1000000,201709,,,,
0,G4,EDUCAÇÃO,ES,2010,5320000,201801,,,,
0,G5,ELETRICIDADE E GÁS,MG,2016,7320000,201801,,,,
0,G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SC,1998,7320000,201709,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,2010,1500000,201711,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RR,1991,500000,201802,,,,
"10,000,00",G5,ELETRICIDADE E GÁS,MS,1996,5320000,201710,,,,
"500,00",G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PR,1990,5320000,201801,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",CE,2015,1000000,201706,,,,
"1,000,00",G1,EDUCAÇÃO,SC,1998,5320000,201803,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,1990,500000,201801,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PR,2001,5320000,201708,,,,
"10,000,00",G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RR,2010,5320000,201802,,,,
"20,000,00",G2,INDÚSTRIAS EXTRATIVAS,MT,1997,5320000,201802,,,,
0,G1,ALOJAMENTO E ALIMENTAÇÃO,AP,2016,15320000,201711,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PR,1997,5320000,201712,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,RJ,1996,5320000,201806,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PA,1991,500000,201710,,,,
"1,000,00",G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",AM,2015,2320000,201708,,,,
"500,00",G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AM,1998,1500000,201709,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MS,1998,1500000,201802,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,AM,2001,5320000,201706,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SE,2001,15320000,201806,,,,
"1,000,00",G3,ATIVIDADES IMOBILIÁRIAS,CE,1998,5320000,201801,,,,
"10,000,00",G2,CONSTRUÇÃO,AC,1992,1000000,201803,,,,
0,G4,EDUCAÇÃO,PI,1993,5320000,201712,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,RN,1998,500000,201708,,,,
"20,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,RS,1998,2320000,201806,,,,
"2,000,00",G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RR,1990,2320000,201710,,,,
"20,000,00",G1,SERVIÇOS DOMÉSTICOS,AC,1987,500000,201802,,,,
0,G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PB,1998,500000,201711,,,,
"10,000,00",G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",GO,1997,2320000,201712,,,,
0,G4,SERVIÇOS DOMÉSTICOS,PA,1990,15320000,201806,,,,
"10,000,00",G1,ATIVIDADES IMOBILIÁRIAS,PA,1998,5320000,201707,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PB,1996,2320000,201710,,,,
"20,000,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AM,1998,2320000,201710,,,,
0,G5,CONSTRUÇÃO,AM,1991,5320000,201709,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1996,7320000,201806,,,,
"10,000,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TO,2001,500000,201707,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RN,1992,2320000,201804,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,RO,1998,7320000,201711,,,,
"20,000,00",G2,ATIVIDADES IMOBILIÁRIAS,AM,1998,2320000,201804,,,,
"2,000,00",G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PR,2016,5320000,201803,,,,
"500,00",G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RR,1998,1000000,201803,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,ES,2015,7320000,201802,,,,
"500,00",G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RN,1996,2320000,201805,,,,
0,G5,CONSTRUÇÃO,RN,1996,7320000,201706,,,,
0,G2,EDUCAÇÃO,PE,1996,2320000,201711,,,,
"10,000,00",G4,EDUCAÇÃO,AL,2015,5320000,201710,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RO,1998,1000000,201712,,,,
"1,000,00",G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MS,1998,5320000,201710,,,,
"1,000,00",G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",DF,1992,1500000,201707,,,,
"500,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AM,1998,5320000,201805,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MA,1998,500000,201707,,,,
"500,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RR,2016,2320000,201802,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MG,2015,1500000,201801,,,,
"1,000,00",G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RR,1997,5320000,201805,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AC,1998,7320000,201708,,,,
"2,000,00",G2,SERVIÇOS DOMÉSTICOS,AL,1998,2320000,201711,,,,
0,G4,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AM,1996,7320000,201804,,,,
0,G5,ELETRICIDADE E GÁS,CE,1998,15320000,201710,,,,
"10,000,00",G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",DF,1987,5320000,201706,,,,
"2,000,00",G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MG,1996,500000,201708,,,,
"2,000,00",G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SC,1993,7320000,201802,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,MT,1992,7320000,201708,,,,
"1,000,00",G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1998,2320000,201710,,,,
0,G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AC,2001,5320000,201712,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,1996,5320000,201710,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,PI,1996,5320000,201711,,,,
"1,000,00",G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AC,1987,2320000,201802,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RO,1998,1000000,201805,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,AL,1991,1500000,201709,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",SE,1998,2320000,201707,,,,
"20,000,00",G2,CONSTRUÇÃO,AL,1998,500000,201707,,,,
"10,000,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,PE,2015,2320000,201712,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",SE,1993,1000000,201712,,,,
0,G5,CONSTRUÇÃO,TO,1997,1000000,201710,,,,
0,G1,CONSTRUÇÃO,MT,2015,2320000,201803,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AC,1998,1000000,201802,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,RS,1998,500000,201805,,,,
"2,000,00",G1,INFORMAÇÃO E COMUNICAÇÃO,BA,1998,2320000,201802,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PA,1998,5320000,201711,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",CE,1993,2320000,201707,,,,
"1,000,00",G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TO,1997,1000000,201708,,,,
"20,000,00",G2,CONSTRUÇÃO,BA,2016,1000000,201803,,,,
"500,00",G4,CONSTRUÇÃO,DF,2016,1000000,201805,,,,
"2,000,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",DF,1996,500000,201805,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,1996,7320000,201801,,,,
"1,000,00",G2,INFORMAÇÃO E COMUNICAÇÃO,SC,1998,1500000,201706,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MS,1998,1000000,201802,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,RN,1998,5320000,201709,,,,
"10,000,00",G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",RJ,1998,2320000,201801,,,,
0,G3,ELETRICIDADE E GÁS,AL,1998,2320000,201706,,,,
